frame_name;position;guessed_gender;;;
Playdate-121248.jpeg;[251.71144 120.34351 265.18753 136.99379];M;;;
Playdate-121451.jpeg;[430.81735  48.70784 500.37802 133.72781];M;;;
Playdate-121597.jpeg;[251.70409   -4.444124 387.65268  204.9101  ];M;;;
Playdate-121687.jpeg;[376.2021   93.02432 410.2473  139.55643];F;;;
Playdate-121687.jpeg;[297.31046 100.24695 317.83835 126.98804];M;;;
Playdate-121780.jpeg;[240.70248  22.97648 404.44052 243.13503];M;;;
Playdate-121945.jpeg;[413.86874  74.74069 482.6689  185.58946];M;;;
Playdate-121945.jpeg;[110.289085 158.11221  185.59119  253.58383 ];M;;;
Playdate-122151.jpeg;[206.10011   48.537804 302.772    171.18431 ];M;;;
Playdate-122246.jpeg;[299.2725    91.160866 379.42575  198.055   ];F;;;
Playdate-122346.jpeg;[466.01736   29.513163 495.40396   63.174305];M;;;
Playdate-12246.jpeg;[252.7737    47.068924 361.70334  204.82443 ];M;;;
Playdate-12246.jpeg;[524.3931  119.12986 631.46265 301.41052];F;;;
Playdate-122560.jpeg;[358.24585  76.18766 468.63165 222.41014];M;;;
Playdate-122560.jpeg;[642.86786  65.44992 694.7838  130.69165];M;;;
Playdate-12314.jpeg;[219.53838   57.650234 326.5462   208.3612  ];M;;;
Playdate-12314.jpeg;[518.9546  108.91818 631.2571  292.84656];F;;;
Playdate-123334.jpeg;[308.4304   77.47198 398.5746  200.39131];M;;;
Playdate-123487.jpeg;[136.77208  84.42699 225.58536 245.63239];M;;;
Playdate-12359.jpeg;[424.66962   65.009384 524.07526  201.01689 ];F;;;
Playdate-12359.jpeg;[ 88.64643  63.60613 200.81856 284.22266];F;;;
Playdate-12385.jpeg;[246.7657   61.16516 357.34103 223.40251];M;;;
Playdate-124093.jpeg;[444.7331  209.63112 499.3214  282.79913];F;;;
Playdate-124093.jpeg;[302.4786    80.449326 362.4985   162.45387 ];M;;;
Playdate-124150.jpeg;[272.2254    22.678381 349.3106   127.901535];M;;;
Playdate-124272.jpeg;[288.24738   30.423666 369.7856   140.95033 ];M;;;
Playdate-124400.jpeg;[489.50555 221.15317 541.168   292.4652 ];F;;;
Playdate-124400.jpeg;[282.9254    73.737076 343.71817  163.49008 ];M;;;
Playdate-124534.jpeg;[484.94226 221.80449 537.5635  293.49753];F;;;
Playdate-124534.jpeg;[272.16745  76.4532  333.42172 166.25352];M;;;
Playdate-12471.jpeg;[251.10295   45.227272 360.14594  212.32024 ];M;;;
Playdate-12810.jpeg;[423.2127   54.86077 529.127   199.69022];F;;;
Playdate-12810.jpeg;[ 71.337944  27.739775 238.4746   296.73355 ];M;;;
Playdate-13072.jpeg;[524.35864  79.36666 581.34644 149.85594];F;;;
Playdate-13072.jpeg;[201.87552  76.62567 266.961   170.12535];M;;;
Playdate-13327.jpeg;[394.2625  142.24481 430.46216 185.92563];F;;;
Playdate-13440.jpeg;[391.80005 149.42603 426.65622 194.82521];M;;;
Playdate-13478.jpeg;[259.288     46.623127 324.3436   133.5927  ];M;;;
Playdate-13573.jpeg;[255.72287  42.53784 321.5656  129.51823];M;;;
Playdate-13766.jpeg;[252.72021   34.36644  317.45245  119.970566];M;;;
Playdate-13893.jpeg;[402.52133  88.29655 505.95825 222.59978];M;;;
Playdate-14007.jpeg;[169.1842    48.046577 223.97269  121.448555];M;;;
Playdate-14007.jpeg;[578.4522  122.40862 632.46796 230.4476 ];M;;;
Playdate-14106.jpeg;[160.3967    58.122112 210.10133  119.98367 ];M;;;
Playdate-14106.jpeg;[614.14636 124.29594 659.5545  224.6649 ];M;;;
Playdate-1422.jpeg;[261.99588   13.305448 452.75824  252.61212 ];M;;;
Playdate-1422.jpeg;[615.2881   67.15215 737.4566  220.1241 ];F;;;
Playdate-14361.jpeg;[208.2207    50.653976 261.39938  122.0878  ];M;;;
Playdate-14361.jpeg;[589.0041  140.49596 633.3052  233.64183];M;;;
Playdate-14509.jpeg;[208.00836   53.893806 260.3148   126.95124 ];M;;;
Playdate-14509.jpeg;[588.2564  129.77116 637.0884  222.7804 ];M;;;
Playdate-14593.jpeg;[634.9507  126.89609 678.38696 226.65804];M;;;
Playdate-15191.jpeg;[505.8343  122.49712 518.597   137.078  ];F;;;
Playdate-15191.jpeg;[272.35803   41.691902 316.28854  119.02016 ];M;;;
Playdate-15309.jpeg;[239.25784   11.972527 312.28156  106.25096 ];M;;;
Playdate-15309.jpeg;[555.3594  144.46292 572.4348  160.0125 ];M;;;
Playdate-15375.jpeg;[542.19183   32.977734 592.4603   106.94268 ];F;;;
Playdate-15375.jpeg;[385.16425   24.160685 439.68143   92.35298 ];M;;;
Playdate-15537.jpeg;[353.52435   60.786667 395.97208  122.55455 ];F;;;
Playdate-15619.jpeg;[514.1278   66.98953 563.7252  138.50941];F;;;
Playdate-15619.jpeg;[ 35.929016  76.0938    94.91829  166.41931 ];F;;;
Playdate-15619.jpeg;[369.1343    34.149914 426.54483  116.258026];M;;;
Playdate-1572.jpeg;[100.18728  73.32881 191.45644 163.8795 ];F;;;
Playdate-15783.jpeg;[380.446   129.46909 477.58273 259.9455 ];F;;;
Playdate-15902.jpeg;[355.55283  35.02454 440.75552 153.4499 ];F;;;
Playdate-16083.jpeg;[359.10333   55.117626 445.68817  174.25047 ];F;;;
Playdate-16165.jpeg;[412.87985   38.466923 505.829    160.558   ];F;;;
Playdate-16295.jpeg;[447.11392  42.88773 532.0818  158.16705];F;;;
Playdate-16451.jpeg;[433.823    42.23711 516.93243 156.436  ];F;;;
Playdate-16585.jpeg;[359.53     58.15878 449.53574 184.32283];F;;;
Playdate-16647.jpeg;[397.0004   47.19509 484.2955  162.92601];F;;;
Playdate-16857.jpeg;[403.2132    62.593025 489.57175  185.07085 ];F;;;
Playdate-16913.jpeg;[453.07788  20.9817  487.20444  63.49193];F;;;
Playdate-16913.jpeg;[248.30437   49.310974 275.86038   85.398506];F;;;
Playdate-16913.jpeg;[350.53644  97.68853 379.17352 133.51314];F;;;
Playdate-16913.jpeg;[162.17249  80.3647  204.59032 138.11995];M;;;
Playdate-16913.jpeg;[428.97867   80.420654 460.8018   130.37456 ];F;;;
Playdate-17055.jpeg;[385.14334  39.91413 477.58444 159.42317];F;;;
Playdate-17173.jpeg;[314.4423    19.549612 388.7058   111.75255 ];F;;;
Playdate-17173.jpeg;[524.66327  125.122665 599.6669   224.83435 ];F;;;
Playdate-17173.jpeg;[ 55.87122  84.8525  161.55159 231.7768 ];M;;;
Playdate-17257.jpeg;[307.75967   23.416342 381.21136  115.88614 ];F;;;
Playdate-17257.jpeg;[508.0382  132.29987 581.32367 233.28181];F;;;
Playdate-17257.jpeg;[ 55.825813 101.64186  162.8558   242.00223 ];M;;;
Playdate-17487.jpeg;[172.34602   44.754498 271.1273   180.91197 ];M;;;
Playdate-17547.jpeg;[195.88994   62.840675 294.4401   197.88354 ];M;;;
Playdate-17675.jpeg;[229.29865  62.91272 326.483   194.81017];M;;;
Playdate-17759.jpeg;[227.71806   56.612633 324.18002  182.43587 ];M;;;
Playdate-17821.jpeg;[214.07176   45.725155 312.6969   181.61684 ];M;;;
Playdate-17912.jpeg;[179.10423   46.051903 282.2849   173.24931 ];M;;;
Playdate-18144.jpeg;[283.02124  91.71261 306.5627  122.17988];F;;;
Playdate-18144.jpeg;[435.36633 142.37105 465.67468 183.8331 ];F;;;
Playdate-18144.jpeg;[459.89233  68.99084 487.19168 107.59234];F;;;
Playdate-18144.jpeg;[372.0675  133.15062 397.49722 162.5641 ];F;;;
Playdate-18144.jpeg;[139.35634   47.823982 185.72812  121.23091 ];M;;;
Playdate-18259.jpeg;[259.0859   38.74523 337.789   164.08018];F;;;
Playdate-18373.jpeg;[389.29227  75.37223 439.79404 144.74919];M;;;
Playdate-18489.jpeg;[177.50359   62.232647 208.50272   98.9341  ];M;;;
Playdate-18600.jpeg;[217.63011  79.71032 272.93246 142.28247];M;;;
Playdate-18688.jpeg;[270.49692  62.56378 321.75122 125.022  ];M;;;
Playdate-18792.jpeg;[390.82303  86.89089 439.18427 146.66376];M;;;
Playdate-19022.jpeg;[264.60562  62.53174 363.5517  187.87996];M;;;
Playdate-19272.jpeg;[475.3388   73.75328 498.34317 104.48401];F;;;
Playdate-19342.jpeg;[256.2776    49.685112 366.5255   228.17494 ];M;;;
Playdate-1946.jpeg;[273.09296   63.803093 298.91776   94.04865 ];M;;;
Playdate-19565.jpeg;[364.95273   39.807304 417.0498   110.36541 ];F;;;
Playdate-19651.jpeg;[434.24075   29.034874 529.4044   164.29428 ];M;;;
Playdate-19651.jpeg;[151.80403  107.614716 253.7923   257.6291  ];M;;;
Playdate-19719.jpeg;[212.46675 188.36661 221.79997 200.07906];M;;;
Playdate-19719.jpeg;[583.86523 191.96101 592.70703 204.35403];M;;;
Playdate-19719.jpeg;[140.87758 197.50772 151.30017 210.07207];M;;;
Playdate-19776.jpeg;[277.92477 180.09009 287.24738 193.91403];F;;;
Playdate-19776.jpeg;[140.66986 197.06773 151.594   210.5577 ];M;;;
Playdate-19815.jpeg;[417.28027  44.26502 469.84436 155.65967];M;;;
Playdate-19981.jpeg;[136.97466 121.89066 170.0641  171.38979];M;;;
Playdate-19981.jpeg;[463.82364  116.923836 496.61722  172.43427 ];M;;;
Playdate-20192.jpeg;[346.83234  97.67427 368.32382 121.30017];M;;;
Playdate-20192.jpeg;[458.89447 150.25317 477.3164  173.80515];F;;;
Playdate-20245.jpeg;[205.16827  -37.172165 413.3043   137.11731 ];F;;;
Playdate-20395.jpeg;[153.22679  75.47283 258.48956 192.77815];M;;;
Playdate-20395.jpeg;[120.83836 204.27435 242.60243 273.04486];M;;;
Playdate-20474.jpeg;[212.90065  53.61664 305.45038 150.68394];M;;;
Playdate-20474.jpeg;[148.92825 172.39653 252.20079 233.39244];M;;;
Playdate-20700.jpeg;[106.06829  75.69098 162.02621 157.61058];M;;;
Playdate-20700.jpeg;[503.02515  78.10234 560.13513 159.26231];M;;;
Playdate-20862.jpeg;[197.80272   35.889423 336.33664  221.2401  ];F;;;
Playdate-20922.jpeg;[210.16628 116.2336  291.4731  213.63383];M;;;
Playdate-20922.jpeg;[466.72836     4.0639286 555.9103    122.88046  ];M;;;
Playdate-20985.jpeg;[422.67706  44.26218 494.63672 131.10335];M;;;
Playdate-20985.jpeg;[200.05032  121.254715 266.73856  206.92882 ];M;;;
Playdate-21235.jpeg;[211.85098 104.29638 276.54297 187.82822];M;;;
Playdate-21235.jpeg;[424.87158   43.633038 473.42676  134.61334 ];M;;;
Playdate-21325.jpeg;[406.3927    13.511467 524.1928   179.45322 ];M;;;
Playdate-21325.jpeg;[141.88597 148.51108 209.68149 287.73834];M;;;
Playdate-21558.jpeg;[218.42334  67.29928 348.83435 218.84341];M;;;
Playdate-21696.jpeg;[377.99347    15.0932665 486.3265    170.36584  ];M;;;
Playdate-21696.jpeg;[104.43167  93.95001 174.2942  229.08638];M;;;
Playdate-21773.jpeg;[223.61098  64.86632 354.11307 219.80714];M;;;
Playdate-21773.jpeg;[510.4231   -53.658524 595.6326   121.728745];M;;;
Playdate-21945.jpeg;[214.85663  63.7627  338.53348 212.26065];M;;;
Playdate-21945.jpeg;[534.60974 -51.08465 620.9441  132.0006 ];F;;;
Playdate-22041.jpeg;[496.65665  97.13831 528.1786  138.21294];F;;;
Playdate-22041.jpeg;[308.70346  89.19192 339.11014 128.93082];M;;;
Playdate-2220.jpeg;[389.64407  79.44412 484.17728 235.93153];F;;;
Playdate-2220.jpeg;[274.1015   102.355446 339.81778  173.7193  ];F;;;
Playdate-2220.jpeg;[138.87155  49.31234 191.87221 106.73145];M;;;
Playdate-22281.jpeg;[454.7192   32.51583 517.9251  114.44005];M;;;
Playdate-22281.jpeg;[199.25621 117.55907 265.26672 194.86314];M;;;
Playdate-22401.jpeg;[197.07156 119.69903 264.53952 201.3432 ];M;;;
Playdate-22401.jpeg;[435.6156   39.10834 499.71075 125.66037];M;;;
Playdate-22589.jpeg;[400.67047   44.928635 468.49768  133.58809 ];M;;;
Playdate-22589.jpeg;[192.73312 115.51652 260.26346 199.16606];M;;;
Playdate-22666.jpeg;[216.9962  129.94267 282.50015 209.10333];M;;;
Playdate-22666.jpeg;[393.0666   63.88465 449.2875  143.30725];M;;;
Playdate-22874.jpeg;[193.1574  133.11636 263.86447 217.24234];M;;;
Playdate-22874.jpeg;[487.46317   38.521538 547.3474   129.43185 ];M;;;
Playdate-22941.jpeg;[411.53705  55.1998  451.239   106.07466];M;;;
Playdate-22941.jpeg;[471.7501    52.536617 518.504    108.65883 ];F;;;
Playdate-23044.jpeg;[459.27417   46.693005 529.86444  133.16142 ];M;;;
Playdate-23044.jpeg;[173.38612 125.7115  227.73373 200.67152];M;;;
Playdate-2325.jpeg;[286.45816  71.94909 345.31616 143.72168];M;;;
Playdate-2325.jpeg;[105.70231 108.13808 149.43526 161.18663];F;;;
Playdate-2325.jpeg;[613.53217 141.16992 670.63684 210.8101 ];M;;;
Playdate-2325.jpeg;[222.01149 108.23919 238.16695 129.10187];F;;;
Playdate-2325.jpeg;[165.6528   93.34471 181.95642 115.24899];M;;;
Playdate-23361.jpeg;[455.8483    83.921616 481.655    114.05509 ];M;;;
Playdate-23361.jpeg;[362.74966 129.15877 382.41757 153.27718];M;;;
Playdate-23465.jpeg;[455.26117   46.444214 489.1644    85.73149 ];M;;;
Playdate-23465.jpeg;[366.45145 119.12662 389.81067 148.4405 ];M;;;
Playdate-23579.jpeg;[540.6355  215.70494 608.6249  260.891  ];F;;;
Playdate-23710.jpeg;[492.8687  213.32027 540.9014  247.90305];M;;;
Playdate-23795.jpeg;[533.0291  168.31407 602.0507  218.86946];M;;;
Playdate-23795.jpeg;[487.07635 197.76363 539.8583  239.25186];M;;;
Playdate-24218.jpeg;[343.07217   34.297497 521.9366   206.80551 ];M;;;
Playdate-24328.jpeg;[357.14722   50.841816 519.5845   236.31717 ];M;;;
Playdate-24495.jpeg;[234.53159 139.58269 301.89166 228.99548];M;;;
Playdate-24495.jpeg;[487.43625   17.777414 581.94275  135.37387 ];M;;;
Playdate-24557.jpeg;[160.00368  84.46248 263.0272  206.89912];M;;;
Playdate-24592.jpeg;[330.25882   43.756184 361.5959    85.87925 ];M;;;
Playdate-24592.jpeg;[268.33334 110.00952 297.5435  144.74518];M;;;
Playdate-24997.jpeg;[367.24722  70.23743 411.36203 128.57773];M;;;
Playdate-24997.jpeg;[250.10294   67.64794  299.41415  125.065216];M;;;
Playdate-24997.jpeg;[505.68927 126.74435 551.46063 177.65297];M;;;
Playdate-25075.jpeg;[322.96323 128.09392 365.56146 174.9556 ];M;;;
Playdate-25075.jpeg;[215.4664    97.284164 265.15155  146.10452 ];M;;;
Playdate-25075.jpeg;[630.69324   40.088528 770.7016   207.80492 ];M;;;
Playdate-25075.jpeg;[434.96512 194.03606 478.19247 238.42975];M;;;
Playdate-25160.jpeg;[304.87073 121.10063 402.6887  235.96709];M;;;
Playdate-25160.jpeg;[563.1714  152.28879 609.32    213.61653];M;;;
Playdate-25250.jpeg;[321.18307   65.252396 432.93054  209.29428 ];M;;;
Playdate-25250.jpeg;[588.2438    57.444515 637.2728   116.03988 ];M;;;
Playdate-25443.jpeg;[611.73584 102.94833 663.6543  169.3236 ];M;;;
Playdate-25443.jpeg;[249.39323   66.095535 373.79663  239.67696 ];M;;;
Playdate-2550.jpeg;[387.6074   55.52031 453.8448  133.0253 ];M;;;
Playdate-2550.jpeg;[178.71272 161.3525  240.17473 216.29106];M;;;
Playdate-2550.jpeg;[115.34693 155.87233 134.24693 178.72574];M;;;
Playdate-2550.jpeg;[140.73091 118.77384 158.89539 142.60074];F;;;
Playdate-2550.jpeg;[270.8881   118.907104 287.06424  139.20386 ];F;;;
Playdate-2550.jpeg;[ 52.877445 153.50533   73.33461  176.8672  ];F;;;
Playdate-2550.jpeg;[ 38.030815 118.754265  54.564316 137.30801 ];M;;;
Playdate-25568.jpeg;[402.54495  77.77399 498.55292 207.51721];M;;;
Playdate-25709.jpeg;[426.33694   49.770992 530.30786  203.33034 ];M;;;
Playdate-25878.jpeg;[423.85342  84.52192 521.7459  215.57953];M;;;
Playdate-26062.jpeg;[377.62317   57.839104 480.5636   181.91818 ];M;;;
Playdate-26166.jpeg;[421.75363  65.34568 528.7592  203.79408];M;;;
Playdate-26270.jpeg;[397.31808  72.37425 481.32147 192.07626];M;;;
Playdate-26333.jpeg;[374.04886   49.702484 485.0743   183.28137 ];M;;;
Playdate-26441.jpeg;[349.77676  60.00416 448.8665  199.07076];M;;;
Playdate-26553.jpeg;[201.53873   62.706955 288.45987  179.53845 ];M;;;
Playdate-26553.jpeg;[518.5989   41.26195 586.9095  184.0586 ];M;;;
Playdate-2665.jpeg;[419.38608   53.349762 536.29346  221.2502  ];F;;;
Playdate-2665.jpeg;[476.2692  -94.20544 671.91113 189.69951];F;;;
Playdate-26784.jpeg;[325.5771    34.693665 469.5113   240.05418 ];M;;;
Playdate-26912.jpeg;[246.63547  91.22999 281.23932 153.69934];M;;;
Playdate-26975.jpeg;[187.14801   78.183914 215.57266  115.33376 ];M;;;
Playdate-26975.jpeg;[503.53003 102.94817 538.28265 147.41475];M;;;
Playdate-27081.jpeg;[429.43082   45.350555 508.1723   146.89816 ];M;;;
Playdate-27156.jpeg;[430.59686   45.921143 514.23315  152.21846 ];M;;;
Playdate-2747.jpeg;[190.90306   59.597637 301.9816   200.79176 ];M;;;
Playdate-2747.jpeg;[292.3507  156.85379 374.92368 264.9565 ];M;;;
Playdate-2747.jpeg;[456.3654  184.69731 515.3273  260.21866];M;;;
Playdate-2747.jpeg;[526.2694  167.17017 589.59705 257.6856 ];M;;;
Playdate-27529.jpeg;[429.00467  55.11587 508.9642  162.35117];M;;;
Playdate-27632.jpeg;[405.88425   42.978683 485.0308   144.31093 ];M;;;
Playdate-27748.jpeg;[540.88293 132.81375 562.80493 163.73842];M;;;
Playdate-2796.jpeg;[371.23132 106.55118 451.14288 224.29811];M;;;
Playdate-28019.jpeg;[246.53021   40.651585 305.5466   119.06036 ];M;;;
Playdate-28400.jpeg;[415.19238  33.15921 494.65317 136.80196];M;;;
Playdate-2847.jpeg;[341.49298 119.39735 411.40646 206.28249];M;;;
Playdate-2847.jpeg;[174.6642   55.82459 237.43098 156.13817];F;;;
Playdate-2847.jpeg;[616.09314 130.61569 698.33453 242.28368];M;;;
Playdate-28582.jpeg;[209.92215   25.909697 296.245    137.3783  ];M;;;
Playdate-2891.jpeg;[272.25714 111.41055 302.1257  158.12427];M;;;
Playdate-2891.jpeg;[509.916     50.406643 552.8479   102.3016  ];M;;;
Playdate-2891.jpeg;[54.238487 52.737335 81.97097  87.970055];M;;;
Playdate-2891.jpeg;[393.30707 110.57355 407.90237 129.86815];M;;;
Playdate-2891.jpeg;[130.79762 140.74136 145.54147 159.33032];M;;;
Playdate-2891.jpeg;[206.48749 141.89708 222.0569  159.5794 ];M;;;
Playdate-2891.jpeg;[463.86777  91.59001 478.68805 110.25517];M;;;
Playdate-2891.jpeg;[347.3283   99.22879 359.95752 116.33827];M;;;
Playdate-2891.jpeg;[392.15955   85.78762  406.3142   100.977394];F;;;
Playdate-2891.jpeg;[128.66985 115.06554 143.06174 134.94019];M;;;
Playdate-28983.jpeg;[436.88513   47.614517 529.38763  166.56378 ];M;;;
Playdate-28983.jpeg;[283.36697 141.63835 390.4981  277.92642];M;;;
Playdate-29122.jpeg;[333.7098    63.714176 432.13397  201.35603 ];M;;;
Playdate-29239.jpeg;[413.7666    71.55473  454.44794  124.023766];M;;;
Playdate-29298.jpeg;[218.07698  48.44799 323.79956 194.40457];M;;;
Playdate-29298.jpeg;[439.40308  83.07995 494.21045 150.09567];M;;;
Playdate-29387.jpeg;[399.4816    28.667913 507.35062  175.08173 ];M;;;
Playdate-29523.jpeg;[292.94727   74.121544 398.24304  213.61931 ];M;;;
Playdate-29578.jpeg;[306.33942   58.431763 425.42087  207.79057 ];M;;;
Playdate-29630.jpeg;[368.35202 173.70946 403.34763 216.91533];M;;;
Playdate-29819.jpeg;[453.42712   21.901648 540.3658   130.30676 ];M;;;
Playdate-29935.jpeg;[247.69926  83.1687  360.39908 211.9625 ];M;;;
Playdate-29935.jpeg;[496.4315   72.2897  543.4081  133.74174];M;;;
Playdate-29935.jpeg;[412.65616  80.11165 430.3712  107.36912];M;;;
Playdate-30052.jpeg;[229.25737   36.647934 319.66098  148.6356  ];M;;;
Playdate-30129.jpeg;[487.33624  41.95615 568.80743 140.90608];M;;;
Playdate-30129.jpeg;[-26.882467   -6.3643026 103.43278   151.86508  ];F;;;
Playdate-30220.jpeg;[471.54367   47.226696 555.8674   160.1624  ];M;;;
Playdate-3026.jpeg;[252.40005  90.78381 359.07526 225.16386];M;;;
Playdate-30419.jpeg;[481.74173   35.262535 565.04596  136.4941  ];M;;;
Playdate-30507.jpeg;[476.99197  48.22319 562.4642  160.44234];M;;;
Playdate-3059.jpeg;[296.31577 146.4583  328.0152  185.61453];F;;;
Playdate-3059.jpeg;[383.58902  84.91036 477.45166 195.82114];M;;;
Playdate-3059.jpeg;[102.948   126.55048 158.93098 247.2613 ];M;;;
Playdate-3059.jpeg;[164.13474 157.97481 189.65797 196.15395];M;;;
Playdate-30656.jpeg;[190.84813  62.15431 280.51602 172.7843 ];M;;;
Playdate-30880.jpeg;[176.87857  61.25518 270.44662 180.25755];M;;;
Playdate-30950.jpeg;[234.13588  32.02706 327.82086 151.05359];M;;;
Playdate-31038.jpeg;[284.31598   30.670773 383.15436  162.34311 ];M;;;
Playdate-31114.jpeg;[247.44983   28.914028 339.6299   146.2712  ];M;;;
Playdate-31234.jpeg;[328.14368  48.34214 425.7337  177.72847];M;;;
Playdate-31313.jpeg;[359.37427   51.043217 476.03647  203.64294 ];M;;;
Playdate-31313.jpeg;[276.32523   21.308859 317.05838   70.72802 ];M;;;
Playdate-31447.jpeg;[320.5202   71.85311 450.6606  254.09843];M;;;
Playdate-31488.jpeg;[349.61572   65.219086 415.1565   169.67479 ];M;;;
Playdate-31488.jpeg;[ 82.82181 197.82574 108.40987 235.84299];F;;;
Playdate-31591.jpeg;[305.50613  50.95089 440.66956 232.09013];M;;;
Playdate-31753.jpeg;[246.07986  45.53535 340.8284  169.50609];M;;;
Playdate-31865.jpeg;[287.6112    46.276848 380.08     168.3059  ];M;;;
Playdate-31950.jpeg;[326.04016  28.40658 424.04855 152.0714 ];M;;;
Playdate-32035.jpeg;[143.21176 162.47337 184.42256 217.2612 ];M;;;
Playdate-32165.jpeg;[281.88922  26.57827 413.0792  197.82263];M;;;
Playdate-32246.jpeg;[293.39432 149.5728  341.7451  213.25058];F;;;
Playdate-32362.jpeg;[416.00644   20.155346 506.14737  140.19301 ];M;;;
Playdate-32408.jpeg;[410.67468  83.26151 485.58124 209.24269];M;;;
Playdate-32631.jpeg;[416.44937   41.509003 467.15817  111.48402 ];M;;;
Playdate-32631.jpeg;[210.58995 142.02805 227.1717  164.77374];F;;;
Playdate-32815.jpeg;[278.90646  85.09911 344.88574 172.07254];M;;;
Playdate-33093.jpeg;[355.85574     3.5593643 430.4916    105.682755 ];M;;;
Playdate-33093.jpeg;[ 5.2839447e+02 -3.5325336e-01  6.2918152e+02  1.4780144e+02];M;;;
Playdate-33291.jpeg;[370.20242  78.71271 436.58347 197.17451];M;;;
Playdate-33387.jpeg;[395.9242    56.302917 497.1816   187.56158 ];M;;;
Playdate-33478.jpeg;[313.86258   14.223956 373.63153   93.46078 ];M;;;
Playdate-33573.jpeg;[216.66711  107.799774 310.68106  224.95976 ];M;;;
Playdate-34063.jpeg;[195.53395   64.617966 285.87308  187.16516 ];M;;;
Playdate-34147.jpeg;[233.65306  54.35871 330.08902 180.04414];M;;;
Playdate-34191.jpeg;[433.8352  143.61847 493.22803 236.72337];M;;;
Playdate-34265.jpeg;[248.47954 110.57262 299.6003  186.00848];M;;;
Playdate-34433.jpeg;[190.29785 102.68579 256.9802  189.50114];M;;;
Playdate-34433.jpeg;[611.6798   39.25278 685.8901  161.03584];M;;;
Playdate-34503.jpeg;[605.8233  131.29742 633.2118  162.25429];M;;;
Playdate-34573.jpeg;[159.14937  91.20166 281.67343 227.0117 ];M;;;
Playdate-34573.jpeg;[537.5375  129.28221 562.2628  160.9277 ];M;;;
Playdate-34660.jpeg;[348.5439    67.746414 444.0201   194.69615 ];M;;;
Playdate-34713.jpeg;[194.71265  97.79029 280.22174 198.07349];M;;;
Playdate-3475.jpeg;[354.48926  94.89806 453.78647 211.91417];M;;;
Playdate-3475.jpeg;[139.55865  89.88257 195.18872 209.37923];F;;;
Playdate-34956.jpeg;[375.64557 108.27967 397.28894 144.61702];M;;;
Playdate-3520.jpeg;[336.98953   61.114197 429.55576  179.85004 ];M;;;
Playdate-3520.jpeg;[230.06865 131.44774 257.7552  168.05269];F;;;
Playdate-3520.jpeg;[176.9216   115.593956 224.32582  207.5839  ];M;;;
Playdate-35226.jpeg;[240.18321   66.128426 350.14084  206.76707 ];M;;;
Playdate-35363.jpeg;[212.88593   62.168427 325.7519   206.15874 ];M;;;
Playdate-35462.jpeg;[ 80.12187 120.78898 117.18862 157.61511];M;;;
Playdate-35462.jpeg;[344.73737 113.48748 378.15512 150.16713];F;;;
Playdate-35462.jpeg;[632.1802  119.9676  666.1157  159.47243];M;;;
Playdate-35514.jpeg;[323.55716 103.62698 406.75473 208.92288];M;;;
Playdate-35590.jpeg;[ 59.559288 124.41539   94.3064   162.232   ];M;;;
Playdate-35590.jpeg;[634.3529  120.64864 666.30304 158.31415];M;;;
Playdate-35590.jpeg;[344.52505 112.20973 377.22226 148.4774 ];M;;;
Playdate-35691.jpeg;[290.35364 109.95661 327.10742 172.23573];M;;;
Playdate-35748.jpeg;[156.55981 129.83427 197.9441  180.48299];M;;;
Playdate-35748.jpeg;[346.30847 162.65823 356.39206 177.65588];F;;;
Playdate-35748.jpeg;[447.58908 132.00137 457.3104  143.9737 ];M;;;
Playdate-35880.jpeg;[348.42624   57.710598 469.15283  222.76373 ];F;;;
Playdate-35944.jpeg;[540.968     95.345314 637.6025   210.812   ];M;;;
Playdate-35944.jpeg;[135.95801   38.501587 240.06657  167.84937 ];M;;;
Playdate-35944.jpeg;[680.07477  97.74212 712.38086 136.74687];M;;;
Playdate-36016.jpeg;[518.5634   126.404366 613.2523   248.4484  ];M;;;
Playdate-36016.jpeg;[123.12934   48.671898 230.44107  188.64081 ];M;;;
Playdate-36142.jpeg;[525.2203   85.46467 623.702   212.79843];F;;;
Playdate-36142.jpeg;[138.16515  44.97898 246.8263  182.7948 ];M;;;
Playdate-36291.jpeg;[502.14597  119.852325 588.9162   230.70348 ];F;;;
Playdate-36291.jpeg;[118.46238  39.16429 224.18884 172.31918];M;;;
Playdate-36371.jpeg;[239.53249  67.52335 378.45184 247.72958];M;;;
Playdate-36453.jpeg;[407.7007    66.287025 529.593    230.7926  ];F;;;
Playdate-36580.jpeg;[241.08904  72.41521 332.51797 190.27583];F;;;
Playdate-36692.jpeg;[427.2948  139.65353 459.3782  180.27094];M;;;
Playdate-36692.jpeg;[483.65012  89.74174 525.75073 145.50748];M;;;
Playdate-36692.jpeg;[329.56946 141.28535 360.15485 179.37357];M;;;
Playdate-36768.jpeg;[278.88474 131.00975 333.23923 202.90118];M;;;
Playdate-36768.jpeg;[462.5852    54.374588 554.476    173.91948 ];M;;;
Playdate-36768.jpeg;[ 82.13011 178.34648 135.74988 230.93779];M;;;
Playdate-3701.jpeg;[510.12042  74.26    561.63965 136.82076];M;;;
Playdate-3701.jpeg;[318.02237 141.00793 332.69095 159.81921];M;;;
Playdate-3701.jpeg;[357.62097 193.02798 375.78012 215.30762];M;;;
Playdate-3701.jpeg;[455.0542  120.41245 471.46646 140.46227];M;;;
